,epoch,step,val_gen_loss,val_disc_global_loss,val_disc_local_loss,val_psnr,val_ssim
0,0,15,0.11554466560482979,0.060837673023343086,-2.5909958481788635,5.258585580201455,0.12841113248045286
0,1,15,0.11314968764781952,0.060681999661028385,-4.033496856689453,5.2536074134509425,0.12484629341742033
0,2,15,0.11154382862150669,0.06089133117347956,-5.2797205448150635,5.597333599171577,0.13652886103412876
0,3,15,0.09367688372731209,0.06079751346260309,-6.8648974895477295,5.711261447621522,0.17383603177337775
0,4,15,0.0763442013412714,0.060932064428925514,-7.958940029144287,6.1466435599875435,0.1779604374904797
0,5,15,0.07406972907483578,0.06079136300832033,-8.929579257965088,6.049298998855293,0.15002715413837486
0,6,15,0.07005677744746208,0.060865022242069244,-9.840135335922241,6.2470386604999,0.14964585589945245
0,7,15,0.07224762998521328,0.060607101768255234,-10.696728944778442,5.9207117746283355,0.14836298328338376
0,8,15,0.06992274522781372,0.06068277545273304,-11.535030364990234,6.404819884946234,0.15114358179986578
0,9,15,0.06721943244338036,0.060598996467888355,-12.332203149795532,6.419447630549931,0.14788394095527016
0,10,15,0.06079176161438227,0.060482332482934,-13.058276176452637,8.951389169375991,0.2100474214773567
0,11,15,0.06026178691536188,0.060201844200491905,-13.87135362625122,8.73346935192778,0.19525679340093274
0,12,15,0.058360311202704906,0.06032592058181763,-14.623567581176758,10.709664690259558,0.26061981256823447
0,13,15,0.05391558073461056,0.0600310992449522,-15.352912425994873,10.461035360519377,0.24232100653573269
0,14,15,0.05340370815247297,0.060056871734559536,-16.08394432067871,10.864529588406754,0.22033303667471768
0,15,15,0.05366766918450594,0.05967215169221163,-16.805711269378662,10.565626522321013,0.19717977533051018
0,16,15,0.05062596593052149,0.05979612469673157,-17.507689952850342,10.915687941224498,0.22532722095911523
0,17,15,0.051663706079125404,0.05937886890023947,-18.22922658920288,10.60372501934353,0.18874718185703168
0,18,15,0.04989556223154068,0.05886182747781277,-18.931387901306152,10.445922738956126,0.15727908829024878
0,19,15,0.050356803461909294,0.0595012167468667,-19.63933801651001,11.007533192389154,0.20728214987217505
0,20,15,0.050396066159009933,0.059367490001022816,-20.324024200439453,11.0250959593814,0.18390671243372855
0,21,15,0.04632316716015339,0.05910562723875046,-21.03302526473999,11.00497784626316,0.1905700129054021
0,22,15,0.046718496829271317,0.05920084659010172,-21.692243099212646,11.053983417472082,0.19435441037966597
0,23,15,0.041334716603159904,0.05821359436959028,-22.395103931427002,10.851436258527215,0.1757072933558745
0,24,15,0.04613338503986597,0.05871589481830597,-23.080159187316895,10.990380543870675,0.16344007068487856
0,25,15,0.040690925903618336,0.05817329417914152,-23.781542778015137,10.992558664956846,0.16557463407811454
0,26,15,0.041963391937315464,0.05635251384228468,-24.480006217956543,10.634706672317693,0.12133055950999964
0,27,15,0.043798137456178665,0.05635884962975979,-25.130258560180664,10.891773723590264,0.22070307606876638
0,28,15,0.04018104262650013,0.05556874815374613,-25.849929809570312,10.77644564061276,0.15191096745755356
0,29,15,0.03403076063841581,0.0523684723302722,-26.514375686645508,10.335329849358246,0.13171300201617936
