,epoch,val_psnr,val_ssim
0,0,26.25593993141305,0.9097948426908472
0,1,27.0110558017833,0.9155174746800504
1,2,27.380122195101663,0.9194122163117344
2,3,27.463519822160066,0.9209490604485364
3,4,27.66431555950621,0.9223249317745348
4,7,27.659422199816365,0.9224572438713592
